CustomerID,Plan,MonthlyPrice,SignupDate,LastActiveDate,UsageScore,InactivityDays,AcquisitionChannel,PaymentStatus,Churned
714,Pro,49.0,2024-03-23,2024-08-19,84,552,Organic,Paid,1
715,Basic,19.0,2025-07-10,2026-02-04,50,18,Paid Search,Paid,0
716,Pro,49.0,2025-01-29,2025-09-12,86,163,Paid Search,Overdue,1
717,Pro,49.0,2025-04-16,2025-07-31,78,206,Partner,Paid,0
718,Basic,19.0,2024-11-26,2025-12-03,52,81,Outbound,Overdue,1
719,Basic,19.0,2024-05-05,2024-06-27,33,605,Organic,Paid,0
720,Pro,49.0,2024-08-29,2025-07-27,52,210,Outbound,Paid,1
721,Basic,19.0,2024-05-02,2025-12-18,41,66,Outbound,Paid,0
722,Basic,19.0,2024-06-07,2024-09-06,79,534,Outbound,Paid,1
723,Enterprise,199.0,2024-12-12,2025-01-11,96,407,Outbound,Paid,1
724,Basic,19.0,2024-04-19,2024-12-13,39,436,Partner,Paid,1
725,Pro,49.0,2025-03-25,2025-06-01,74,266,Referral,Paid,1
726,Basic,19.0,2025-07-26,2026-01-20,41,33,Outbound,Paid,0
727,Basic,19.0,2024-12-22,2025-10-24,10,121,Organic,Paid,0
728,Basic,19.0,2025-06-27,2025-09-10,45,165,Referral,Paid,0
729,Pro,49.0,2024-01-01,2024-01-20,35,764,Outbound,Paid,1
730,Basic,19.0,2024-09-01,2024-11-04,39,475,Referral,Paid,1
731,Basic,19.0,2024-07-13,2025-04-28,21,300,Organic,Paid,1
732,Basic,19.0,2024-04-08,2024-06-15,40,617,Paid Search,Overdue,1
733,Basic,19.0,2024-02-02,2025-09-08,33,167,Referral,Paid,0
734,Pro,49.0,2025-06-22,2025-11-20,60,94,Outbound,Paid,0
735,Basic,19.0,2026-01-05,2026-02-05,49,17,Referral,Paid,0
736,Basic,19.0,2025-10-16,2026-01-30,35,23,Organic,Paid,0
737,Basic,19.0,2025-09-23,2025-12-09,45,75,Outbound,Paid,1
738,Basic,19.0,2024-04-09,2024-12-01,41,448,Outbound,Paid,1
739,Basic,19.0,2025-11-03,2026-02-06,33,16,Outbound,Paid,0
740,Pro,49.0,2025-01-01,2025-12-26,53,58,Paid Search,Paid,0
741,Basic,19.0,2024-07-03,2025-12-31,18,53,Partner,Paid,0
742,Basic,19.0,2024-11-18,2025-05-03,39,295,Referral,Paid,1
743,Basic,19.0,2026-01-13,2026-02-06,41,16,Partner,Overdue,0
744,Enterprise,199.0,2025-01-03,2025-08-20,93,186,Organic,Paid,0
745,Basic,19.0,2024-10-18,2025-03-21,0,338,Paid Search,Overdue,1
746,Basic,19.0,2024-11-18,2026-01-12,34,41,Outbound,Paid,0
747,Basic,19.0,2025-06-07,2025-06-26,47,241,Partner,Paid,1
748,Pro,49.0,2025-01-10,2025-05-17,56,281,Organic,Paid,1
749,Basic,19.0,2025-08-07,2026-02-08,61,14,Referral,Paid,0
750,Pro,49.0,2025-12-07,2025-12-19,47,65,Outbound,Paid,0
751,Basic,19.0,2025-01-25,2025-07-22,64,215,Organic,Paid,0
752,Pro,49.0,2024-08-20,2024-08-31,68,540,Organic,Paid,1
753,Basic,19.0,2024-11-08,2025-04-24,31,304,Organic,Paid,1
754,Pro,49.0,2025-11-20,2026-01-09,77,44,Outbound,Paid,0
755,Basic,19.0,2025-05-31,2025-08-14,16,192,Outbound,Paid,1
756,Basic,19.0,2026-02-02,2026-02-14,50,8,Referral,Paid,0
757,Basic,19.0,2025-12-15,2026-02-15,52,7,Outbound,Paid,0
758,Enterprise,199.0,2025-09-22,2026-02-03,89,19,Referral,Paid,0
759,Pro,49.0,2024-11-27,2025-06-26,53,241,Partner,Paid,1
760,Basic,19.0,2024-12-18,2024-12-30,36,419,Partner,Paid,1
761,Pro,49.0,2025-09-23,2026-01-13,66,40,Paid Search,Paid,1
762,Basic,19.0,2025-12-02,2025-12-12,20,72,Outbound,Paid,1
763,Pro,49.0,2024-05-31,2024-09-21,61,519,Partner,Paid,1
764,Pro,49.0,2024-08-02,2025-03-06,57,353,Partner,Paid,1
765,Basic,19.0,2025-07-15,2026-01-09,38,44,Outbound,Paid,0
766,Basic,19.0,2024-02-14,2024-04-15,31,678,Outbound,Paid,1
767,Basic,19.0,2024-10-04,2025-04-20,38,308,Partner,Paid,1
768,Basic,19.0,2024-04-20,2026-02-13,38,9,Outbound,Overdue,0
769,Basic,19.0,2025-12-27,2025-12-04,27,80,Referral,Paid,1
770,Enterprise,199.0,2025-07-28,2025-08-02,100,204,Partner,Overdue,1
771,Basic,19.0,2024-12-07,2025-11-22,39,92,Paid Search,Paid,0
772,Basic,19.0,2025-05-28,2025-06-28,37,239,Organic,Overdue,1
773,Enterprise,199.0,2025-07-22,2025-10-30,77,115,Referral,Paid,0
774,Enterprise,199.0,2025-06-17,2025-11-20,88,94,Referral,Paid,0
775,Basic,19.0,2024-09-03,2025-08-06,28,200,Paid Search,Paid,1
776,Basic,19.0,2025-08-17,2025-10-07,45,138,Outbound,Paid,0
777,Basic,19.0,2024-05-18,2025-12-17,61,67,Outbound,Paid,0
778,Enterprise,199.0,2025-06-29,2025-07-29,61,208,Paid Search,Overdue,1
779,Basic,19.0,2026-01-14,2026-02-09,23,13,Partner,Paid,0
780,Pro,49.0,2024-06-04,2024-09-21,96,519,Outbound,Paid,1
781,Basic,19.0,2025-09-23,2025-11-21,30,93,Organic,Paid,1
782,Pro,49.0,2025-12-05,2025-12-22,55,62,Partner,Paid,0
783,Pro,49.0,2024-07-07,2025-01-20,51,398,Organic,Paid,1
784,Enterprise,199.0,2024-10-03,2025-01-24,75,394,Paid Search,Overdue,1
785,Basic,19.0,2024-03-08,2025-11-29,55,85,Referral,Paid,0
786,Basic,19.0,2024-09-09,2024-10-21,35,489,Partner,Overdue,1
787,Pro,49.0,2025-02-07,2025-11-02,59,112,Organic,Paid,0
788,Basic,19.0,2025-06-17,2025-10-11,19,134,Paid Search,Paid,0
789,Basic,19.0,2025-06-15,2025-09-22,44,153,Organic,Paid,0
790,Basic,19.0,2024-07-13,2025-08-24,39,182,Partner,Paid,0
791,Basic,19.0,2025-04-17,2026-01-06,30,47,Referral,Paid,0
792,Pro,49.0,2024-04-02,2024-07-26,92,576,Outbound,Paid,1
793,Basic,19.0,2024-05-18,2025-08-25,38,181,Paid Search,Paid,1
794,Basic,19.0,2025-04-10,2025-09-22,43,153,Paid Search,Paid,0
795,Pro,49.0,2026-01-05,2026-02-14,79,8,Referral,Paid,0
796,Pro,49.0,2026-01-14,2026-02-15,72,7,Outbound,Paid,0
797,Basic,19.0,2025-01-24,2025-12-27,46,57,Paid Search,Paid,0
798,Pro,49.0,2024-07-02,2024-08-23,71,548,Referral,Paid,1
799,Pro,49.0,2024-10-22,2025-02-02,65,385,Organic,Paid,1
800,Basic,19.0,2025-04-14,2025-12-25,45,59,Referral,Paid,0
801,Basic,19.0,2024-08-31,2025-11-26,31,88,Paid Search,Paid,1
802,Basic,19.0,2025-07-14,2025-12-21,26,63,Organic,Paid,0
803,Basic,19.0,2024-07-08,2024-08-10,37,561,Partner,Overdue,1
804,Enterprise,199.0,2024-12-05,2024-12-30,71,419,Paid Search,Overdue,1
805,Basic,19.0,2025-11-19,2026-01-31,27,22,Referral,Paid,0
806,Basic,19.0,2026-02-06,2025-11-08,20,106,Referral,Paid,1
807,Pro,49.0,2024-03-10,2025-07-05,63,232,Partner,Paid,1
808,Basic,19.0,2024-12-03,2025-08-28,35,178,Organic,Paid,1
809,Basic,19.0,2024-04-21,2024-07-19,58,583,Partner,Paid,1
810,Pro,49.0,2025-03-13,2025-08-22,57,184,Outbound,Paid,1
811,Enterprise,199.0,2024-12-28,2026-01-05,61,48,Paid Search,Paid,0
812,Basic,19.0,2025-09-16,2025-11-29,28,85,Organic,Paid,0
813,Pro,49.0,2025-04-21,2025-11-19,81,95,Outbound,Paid,0
814,Basic,19.0,2025-10-14,2025-12-04,59,80,Organic,Paid,0
815,Basic,19.0,2024-11-11,2025-01-08,15,410,Outbound,Paid,1
816,Enterprise,199.0,2025-09-22,2025-11-05,67,109,Referral,Paid,1
817,Pro,49.0,2025-04-30,2025-12-21,49,63,Partner,Paid,0
818,Pro,49.0,2025-04-18,2025-11-15,46,99,Outbound,Paid,0
819,Basic,19.0,2024-11-02,2024-11-11,31,468,Partner,Paid,1
820,Enterprise,199.0,2024-03-08,2024-12-20,57,429,Referral,Paid,1
821,Basic,19.0,2025-10-03,2025-11-19,50,95,Partner,Paid,0
822,Pro,49.0,2025-12-23,2026-02-06,77,16,Referral,Paid,0
823,Basic,19.0,2024-08-31,2026-02-19,46,3,Organic,Paid,0
824,Enterprise,199.0,2024-07-25,2025-10-22,63,123,Outbound,Paid,0
825,Basic,19.0,2024-06-06,2025-11-24,61,90,Organic,Paid,0
826,Pro,49.0,2025-06-12,2025-08-18,48,188,Referral,Paid,1
827,Pro,49.0,2025-12-31,2026-01-02,69,51,Organic,Paid,0
828,Basic,19.0,2024-12-07,2024-12-30,48,419,Partner,Paid,1
829,Basic,19.0,2024-01-24,2024-12-17,27,432,Outbound,Paid,1
830,Pro,49.0,2024-11-22,2025-10-31,89,114,Partner,Paid,1
831,Basic,19.0,2024-04-27,2024-11-24,27,455,Partner,Paid,1
832,Enterprise,199.0,2024-05-24,2025-03-10,62,349,Partner,Paid,1
833,Pro,49.0,2025-09-19,2025-09-26,55,149,Organic,Paid,0
834,Basic,19.0,2025-01-27,2025-09-02,38,173,Outbound,Paid,1
835,Pro,49.0,2025-10-06,2025-12-24,53,60,Outbound,Paid,0
836,Enterprise,199.0,2024-03-21,2025-07-10,55,227,Referral,Paid,1
837,Basic,19.0,2024-04-09,2025-07-29,30,208,Paid Search,Overdue,1
838,Basic,19.0,2025-09-23,2025-12-25,18,59,Partner,Paid,0
839,Basic,19.0,2024-11-28,2025-05-26,56,272,Partner,Overdue,1
840,Pro,49.0,2024-12-22,2025-02-25,63,362,Organic,Paid,1
841,Basic,19.0,2024-11-29,2025-07-23,51,214,Outbound,Paid,1
842,Basic,19.0,2024-09-06,2026-01-12,45,41,Outbound,Paid,0
843,Pro,49.0,2025-03-17,2025-12-20,35,64,Organic,Paid,0
844,Enterprise,199.0,2026-01-27,2026-02-14,85,8,Outbound,Paid,0
845,Basic,19.0,2025-04-19,2025-09-23,53,152,Organic,Paid,0
846,Pro,49.0,2025-12-02,2026-01-19,69,34,Organic,Paid,0
847,Basic,19.0,2024-04-02,2026-01-13,52,40,Paid Search,Paid,0
848,Basic,19.0,2025-04-08,2025-10-24,55,121,Paid Search,Paid,0
849,Pro,49.0,2025-11-28,2026-02-22,51,0,Referral,Overdue,0
850,Enterprise,199.0,2026-01-05,2026-01-27,100,26,Outbound,Paid,0
851,Basic,19.0,2025-06-06,2025-12-12,48,72,Organic,Overdue,0
852,Basic,19.0,2025-12-21,2026-02-04,48,18,Organic,Paid,0
853,Basic,19.0,2024-08-28,2025-09-23,22,152,Paid Search,Paid,1
854,Basic,19.0,2025-11-09,2025-11-26,28,88,Partner,Paid,1
855,Basic,19.0,2025-03-03,2025-05-10,62,288,Paid Search,Paid,1
856,Pro,49.0,2026-01-08,2026-02-19,59,3,Organic,Overdue,0
857,Pro,49.0,2024-05-20,2026-01-28,45,25,Referral,Paid,0
858,Basic,19.0,2025-06-05,2026-01-21,48,32,Referral,Paid,0
859,Basic,19.0,2025-09-11,2026-01-17,15,36,Outbound,Overdue,1
860,Basic,19.0,2025-01-10,2025-01-29,40,389,Organic,Paid,1
861,Basic,19.0,2025-08-17,2026-02-20,36,2,Partner,Paid,0
862,Basic,19.0,2025-04-21,2026-01-13,32,40,Referral,Paid,0
863,Pro,49.0,2025-10-07,2026-02-22,65,0,Organic,Paid,0
864,Basic,19.0,2024-12-17,2024-12-22,38,427,Referral,Paid,1
865,Pro,49.0,2025-08-10,2025-10-24,26,121,Outbound,Paid,1
866,Basic,19.0,2026-02-06,2026-02-14,58,8,Paid Search,Paid,0
867,Basic,19.0,2025-08-09,2026-01-15,67,38,Paid Search,Paid,1
868,Basic,19.0,2025-06-01,2025-10-21,38,124,Partner,Paid,1
869,Basic,19.0,2024-09-20,2025-02-21,47,366,Paid Search,Paid,1
870,Pro,49.0,2024-09-24,2025-05-23,65,275,Organic,Paid,1
871,Enterprise,199.0,2024-12-17,2026-02-10,94,12,Referral,Paid,0
872,Basic,19.0,2025-01-27,2025-09-09,35,166,Outbound,Paid,0
873,Pro,49.0,2026-01-21,2026-01-28,71,25,Referral,Paid,0
874,Basic,19.0,2024-11-04,2025-11-24,43,90,Referral,Paid,0
875,Basic,19.0,2025-04-30,2025-09-24,24,151,Partner,Paid,0
876,Pro,49.0,2025-06-26,2025-07-06,56,231,Partner,Paid,1
877,Pro,49.0,2025-03-18,2025-08-03,53,203,Outbound,Paid,1
878,Basic,19.0,2025-02-04,2026-01-15,30,38,Outbound,Paid,0
879,Basic,19.0,2024-07-18,2025-06-03,19,264,Organic,Paid,1
880,Basic,19.0,2024-01-13,2025-07-03,0,234,Paid Search,Paid,1
881,Basic,19.0,2026-01-12,2026-01-17,41,36,Paid Search,Paid,1
882,Pro,49.0,2025-09-05,2025-10-05,63,140,Referral,Paid,1
883,Pro,49.0,2025-11-03,2025-11-26,43,88,Partner,Paid,0
884,Basic,19.0,2024-10-28,2025-09-29,18,146,Partner,Overdue,1
885,Pro,49.0,2025-03-13,2025-07-22,47,215,Organic,Paid,1
886,Basic,19.0,2025-01-26,2025-02-25,17,362,Paid Search,Overdue,1
887,Basic,19.0,2025-03-27,2025-10-14,49,131,Paid Search,Paid,1
888,Pro,49.0,2025-07-07,2025-08-31,58,175,Referral,Paid,0
889,Basic,19.0,2026-01-02,2026-02-17,45,5,Referral,Paid,0
890,Pro,49.0,2024-06-01,2024-06-01,61,631,Partner,Paid,0
891,Pro,49.0,2024-06-04,2025-11-13,76,101,Referral,Paid,0
892,Basic,19.0,2025-03-22,2025-04-26,28,302,Referral,Paid,1
893,Basic,19.0,2024-05-04,2025-03-10,52,349,Organic,Paid,1
894,Basic,19.0,2025-01-09,2025-07-02,34,235,Partner,Paid,1
895,Basic,19.0,2025-10-25,2026-01-17,3,36,Organic,Paid,1
896,Pro,49.0,2025-10-07,2025-08-15,46,191,Paid Search,Paid,1
897,Basic,19.0,2024-05-23,2025-01-22,89,396,Outbound,Paid,1
898,Basic,19.0,2025-10-20,2025-12-27,47,57,Organic,Paid,0
899,Basic,19.0,2024-02-07,2025-03-28,27,331,Outbound,Overdue,1
900,Enterprise,199.0,2025-04-14,2026-01-13,95,40,Organic,Paid,0
901,Pro,49.0,2024-02-07,2025-11-01,57,113,Paid Search,Paid,1
902,Basic,19.0,2024-01-15,2024-03-06,40,718,Organic,Paid,0
903,Pro,49.0,2025-04-12,2025-06-05,62,262,Outbound,Paid,1
904,Basic,19.0,2024-08-13,2025-03-08,35,351,Referral,Overdue,1
905,Basic,19.0,2024-11-28,2025-05-11,32,287,Organic,Paid,1
906,Basic,19.0,2025-08-30,2025-09-15,22,160,Referral,Paid,1
907,Pro,49.0,2024-06-21,2025-12-29,44,55,Outbound,Paid,1
908,Pro,49.0,2025-01-20,2025-01-28,54,390,Organic,Paid,0
909,Enterprise,199.0,2024-07-02,2025-04-18,69,310,Referral,Paid,1
910,Basic,19.0,2025-12-09,2025-12-27,20,57,Referral,Paid,0
911,Enterprise,199.0,2024-09-01,2025-03-04,71,355,Organic,Paid,1
912,Pro,49.0,2025-10-04,2025-12-20,57,64,Paid Search,Paid,0
913,Basic,19.0,2024-07-15,2025-07-20,33,217,Outbound,Overdue,0
914,Basic,19.0,2024-08-12,2025-03-13,38,346,Paid Search,Paid,1
915,Pro,49.0,2025-12-02,2025-12-22,74,62,Partner,Paid,0
916,Basic,19.0,2024-10-18,2025-02-23,30,364,Referral,Overdue,1
917,Basic,19.0,2024-02-14,2024-07-24,57,578,Organic,Paid,1
918,Pro,49.0,2024-03-13,2025-06-11,66,256,Paid Search,Paid,1
919,Pro,49.0,2026-02-04,2026-02-14,48,8,Referral,Paid,0
920,Basic,19.0,2024-07-23,2025-03-05,63,354,Organic,Paid,1
921,Basic,19.0,2025-03-22,2025-10-06,54,139,Paid Search,Paid,1
922,Basic,19.0,2025-10-09,2025-12-17,32,67,Outbound,Paid,1
923,Basic,19.0,2024-03-02,2025-05-04,52,294,Partner,Paid,1
924,Basic,19.0,2025-09-10,2026-02-20,50,2,Outbound,Paid,0
925,Pro,49.0,2025-07-20,2025-11-22,85,92,Referral,Paid,0
926,Basic,19.0,2025-04-18,2025-11-23,55,91,Partner,Paid,0
927,Basic,19.0,2025-03-20,2025-06-04,55,263,Referral,Paid,0
928,Basic,19.0,2024-02-15,2025-06-10,27,257,Referral,Paid,1
929,Basic,19.0,2025-06-27,2025-07-22,48,215,Outbound,Paid,1
930,Basic,19.0,2026-02-10,2026-02-21,18,1,Partner,Paid,0
931,Basic,19.0,2024-10-29,2025-10-06,42,139,Outbound,Paid,1
932,Basic,19.0,2026-02-04,2026-02-18,39,4,Referral,Paid,0
933,Pro,49.0,2024-07-08,2024-07-09,48,593,Partner,Paid,0
934,Basic,19.0,2025-06-27,2025-10-14,52,131,Outbound,Paid,0
935,Basic,19.0,2025-07-09,2025-12-14,46,70,Organic,Paid,0
936,Enterprise,199.0,2025-06-11,2025-12-14,96,70,Partner,Paid,0
937,Pro,49.0,2025-04-21,2026-02-01,53,21,Paid Search,Paid,0
938,Enterprise,199.0,2024-05-21,2025-01-20,81,398,Outbound,Paid,1
939,Basic,19.0,2025-12-20,2026-02-03,39,19,Referral,Paid,0
940,Basic,19.0,2024-10-10,2025-04-18,29,310,Outbound,Paid,1
941,Basic,19.0,2024-05-05,2025-02-28,12,359,Organic,Paid,1
942,Pro,49.0,2024-07-11,2025-10-22,54,123,Paid Search,Paid,1
943,Enterprise,199.0,2024-10-22,2024-12-18,82,431,Paid Search,Paid,1
944,Enterprise,199.0,2025-06-17,2025-06-22,79,245,Outbound,Overdue,1
945,Basic,19.0,2024-05-15,2024-06-05,18,627,Paid Search,Paid,1
946,Pro,49.0,2025-06-16,2025-09-29,71,146,Partner,Paid,0
947,Basic,19.0,2025-05-12,2025-12-25,30,59,Partner,Paid,0
948,Pro,49.0,2024-06-24,2025-02-11,32,376,Organic,Overdue,1
949,Basic,19.0,2024-05-31,2024-11-11,31,468,Paid Search,Paid,1
950,Pro,49.0,2025-12-26,2026-02-06,62,16,Organic,Paid,0
951,Enterprise,199.0,2024-02-12,2025-02-24,60,363,Organic,Paid,1
952,Basic,19.0,2025-11-12,2025-12-26,32,58,Paid Search,Paid,1
953,Basic,19.0,2025-06-30,2025-11-04,53,110,Partner,Overdue,0
954,Basic,19.0,2024-06-08,2025-12-19,32,65,Partner,Paid,0
955,Pro,49.0,2025-04-30,2026-02-17,84,5,Referral,Paid,0
956,Pro,49.0,2024-12-12,2025-12-21,55,63,Outbound,Paid,0
957,Basic,19.0,2024-04-29,2025-07-29,16,208,Outbound,Paid,1
958,Basic,19.0,2025-10-18,2025-12-13,56,71,Paid Search,Paid,0
959,Basic,19.0,2024-01-24,2024-04-22,53,671,Referral,Paid,0
960,Pro,49.0,2024-11-21,2025-08-09,41,197,Partner,Paid,0
961,Basic,19.0,2025-02-11,2025-08-20,48,186,Partner,Paid,1
962,Pro,49.0,2025-04-01,2025-05-15,48,283,Referral,Overdue,1
963,Basic,19.0,2025-03-29,2025-11-01,53,113,Outbound,Paid,0
964,Basic,19.0,2025-09-04,2025-10-27,2,118,Outbound,Overdue,1
965,Basic,19.0,2024-12-09,2025-01-23,64,395,Partner,Paid,1
966,Basic,19.0,2025-02-28,2025-10-22,33,123,Paid Search,Paid,0
967,Basic,19.0,2024-07-23,2024-09-04,25,536,Outbound,Paid,1
968,Basic,19.0,2024-11-07,2025-11-20,52,94,Organic,Paid,0
969,Basic,19.0,2024-06-06,2025-10-02,67,143,Partner,Paid,1
970,Basic,19.0,2025-03-03,2026-02-18,32,4,Partner,Paid,0
971,Enterprise,199.0,2025-05-19,2026-01-20,97,33,Referral,Paid,0
972,Pro,49.0,2025-12-11,2026-01-27,70,26,Partner,Paid,0
973,Basic,19.0,2024-06-15,2024-10-31,50,479,Partner,Paid,1
974,Pro,49.0,2025-03-05,2025-09-03,73,172,Organic,Paid,1
975,Basic,19.0,2025-06-10,2025-09-03,22,172,Partner,Overdue,1
976,Pro,49.0,2024-10-04,2025-09-21,41,154,Partner,Paid,1
977,Basic,19.0,2024-05-27,2025-10-05,25,140,Paid Search,Overdue,1
978,Basic,19.0,2024-04-14,2025-09-11,38,164,Outbound,Paid,1
979,Pro,49.0,2025-09-20,2026-02-08,87,14,Referral,Paid,0
980,Enterprise,199.0,2025-04-16,2025-06-14,66,253,Referral,Overdue,0
981,Basic,19.0,2024-12-22,2025-10-23,22,122,Paid Search,Overdue,0
982,Basic,19.0,2025-12-27,2026-02-12,61,10,Paid Search,Paid,0
983,Basic,19.0,2025-12-05,2025-12-15,45,69,Organic,Paid,0
984,Basic,19.0,2024-03-20,2025-07-28,45,209,Organic,Paid,0
985,Pro,49.0,2024-02-03,2024-06-03,54,629,Partner,Paid,0
986,Basic,19.0,2025-11-14,2025-11-26,39,88,Paid Search,Overdue,0
987,Enterprise,199.0,2025-08-24,2025-09-16,80,159,Partner,Paid,1
988,Basic,19.0,2025-08-16,2025-09-26,52,149,Outbound,Paid,0
989,Basic,19.0,2024-09-04,2024-09-18,65,522,Partner,Paid,1
990,Enterprise,199.0,2024-06-24,2025-12-26,86,58,Paid Search,Paid,1
991,Pro,49.0,2025-05-31,2025-09-02,37,173,Paid Search,Overdue,1
992,Enterprise,199.0,2024-12-29,2025-08-03,78,203,Organic,Paid,1
993,Basic,19.0,2024-11-17,2025-12-12,46,72,Organic,Paid,0
994,Basic,19.0,2024-03-25,2024-07-21,45,581,Partner,Paid,1
995,Enterprise,199.0,2025-12-04,2026-01-10,57,43,Organic,Paid,0
996,Enterprise,199.0,2025-05-02,2025-11-06,81,108,Referral,Overdue,0
997,Basic,19.0,2025-11-19,2025-11-29,19,85,Outbound,Paid,1
998,Pro,49.0,2024-04-14,2024-10-03,68,507,Partner,Overdue,1
999,Basic,19.0,2024-07-24,2025-10-01,47,144,Outbound,Paid,0
1000,Basic,19.0,2025-08-30,2026-02-10,39,12,Outbound,Paid,0
1001,Enterprise,199.0,2025-02-18,2025-10-08,66,137,Referral,Paid,1
1002,Pro,49.0,2024-08-24,2025-01-08,59,410,Organic,Paid,1
1003,Pro,49.0,2025-05-25,2025-11-08,74,106,Organic,Paid,1
1004,Pro,49.0,2024-03-19,2025-09-02,57,173,Paid Search,Paid,0
1005,Pro,49.0,2024-10-27,2025-04-20,48,308,Organic,Paid,1
1006,Enterprise,199.0,2024-02-02,2024-06-02,75,630,Referral,Paid,1
1007,Basic,19.0,2025-03-29,2025-08-31,58,175,Referral,Paid,0
1008,Basic,19.0,2024-05-17,2025-06-19,43,248,Referral,Paid,1
1009,Basic,19.0,2025-11-06,2026-01-16,23,37,Referral,Paid,0
1010,Basic,19.0,2024-09-26,2025-10-17,35,128,Partner,Paid,0
1011,Basic,19.0,2024-11-24,2025-05-30,33,268,Organic,Paid,1
1012,Basic,19.0,2025-10-02,2025-10-26,35,119,Referral,Overdue,1
1013,Basic,19.0,2024-12-25,2025-06-02,40,265,Organic,Overdue,1
1014,Basic,19.0,2024-11-08,2025-02-02,50,385,Referral,Paid,1
1015,Pro,49.0,2025-11-04,2025-12-08,30,76,Organic,Paid,1
1016,Basic,19.0,2024-11-20,2025-06-07,26,260,Referral,Paid,1
1017,Pro,49.0,2024-04-12,2025-03-25,64,334,Referral,Paid,1
1018,Basic,19.0,2024-07-25,2024-10-10,56,500,Partner,Paid,1
1019,Basic,19.0,2024-09-28,2025-05-17,55,281,Outbound,Overdue,1
1020,Basic,19.0,2024-04-07,2025-01-11,39,407,Referral,Overdue,1
1021,Basic,19.0,2025-03-13,2025-08-14,46,192,Outbound,Paid,1
1022,Basic,19.0,2024-11-16,2025-06-09,19,258,Outbound,Paid,1
1023,Pro,49.0,2024-07-03,2025-01-10,47,408,Referral,Paid,1
1024,Enterprise,199.0,2024-10-01,2025-06-30,61,237,Referral,Paid,0
1025,Pro,49.0,2025-08-02,2025-11-28,69,86,Partner,Paid,1
1026,Basic,19.0,2025-03-21,2025-04-22,43,306,Partner,Overdue,1
1027,Pro,49.0,2024-10-20,2025-05-15,59,283,Organic,Paid,1
1028,Pro,49.0,2024-09-08,2025-07-22,80,215,Referral,Paid,1
1029,Pro,49.0,2025-03-08,2025-05-16,68,282,Partner,Paid,1
1030,Basic,19.0,2025-11-05,2026-01-26,42,27,Referral,Overdue,0
1031,Basic,19.0,2024-01-21,2024-11-21,50,458,Referral,Paid,0
1032,Pro,49.0,2025-01-07,2025-02-22,52,365,Paid Search,Overdue,1
1033,Basic,19.0,2024-08-29,2026-02-14,36,8,Outbound,Paid,0
1034,Basic,19.0,2024-09-14,2024-12-15,5,434,Partner,Paid,1
1035,Pro,49.0,2024-12-03,2025-12-18,57,66,Paid Search,Paid,0
1036,Basic,19.0,2024-04-19,2025-01-25,12,393,Outbound,Paid,1
1037,Basic,19.0,2024-02-27,2025-01-16,14,402,Paid Search,Paid,1
1038,Pro,49.0,2024-10-11,2026-02-02,85,20,Partner,Paid,0
1039,Basic,19.0,2024-11-11,2026-01-15,60,38,Organic,Paid,0
1040,Enterprise,199.0,2025-12-08,2026-01-07,70,46,Partner,Paid,0
1041,Basic,19.0,2025-12-02,2026-01-20,59,33,Partner,Overdue,1
1042,Basic,19.0,2024-11-04,2025-12-30,18,54,Paid Search,Paid,0
1043,Pro,49.0,2025-03-25,2025-10-19,78,126,Organic,Paid,0
1044,Basic,19.0,2025-05-18,2025-12-15,22,69,Referral,Paid,0
1045,Pro,49.0,2024-04-12,2025-04-07,54,321,Outbound,Paid,1
1046,Basic,19.0,2026-01-25,2026-01-10,23,43,Paid Search,Paid,1
1047,Basic,19.0,2025-10-07,2025-11-27,39,87,Organic,Paid,0
1048,Basic,19.0,2024-04-23,2025-10-03,39,142,Paid Search,Paid,0
1049,Pro,49.0,2025-08-31,2025-12-31,63,53,Paid Search,Paid,0
1050,Basic,19.0,2025-12-04,2026-01-14,27,39,Referral,Paid,0
1051,Basic,19.0,2025-01-11,2025-10-30,65,115,Outbound,Overdue,1
1052,Pro,49.0,2025-10-24,2025-11-22,34,92,Paid Search,Overdue,0
1053,Pro,49.0,2024-09-25,2025-12-08,67,76,Partner,Paid,0
1054,Enterprise,199.0,2024-06-23,2024-10-21,88,489,Referral,Paid,1
1055,Basic,19.0,2025-11-20,2025-12-24,41,60,Paid Search,Paid,0
1056,Pro,49.0,2025-03-17,2026-01-18,69,35,Paid Search,Paid,0
1057,Basic,19.0,2025-03-04,2025-07-16,40,221,Paid Search,Paid,1
1058,Basic,19.0,2025-01-13,2025-12-10,36,74,Paid Search,Paid,0
1059,Enterprise,199.0,2024-11-27,2025-06-11,66,256,Partner,Paid,0
1060,Basic,19.0,2024-03-15,2024-05-14,46,649,Referral,Overdue,1
1061,Enterprise,199.0,2024-12-28,2025-10-30,100,115,Organic,Paid,0
1062,Basic,19.0,2024-09-16,2025-10-11,25,134,Partner,Paid,1
1063,Enterprise,199.0,2024-05-15,2025-02-05,56,382,Partner,Paid,1
1064,Basic,19.0,2025-04-24,2025-10-03,32,142,Partner,Paid,0
1065,Basic,19.0,2024-04-29,2025-02-10,57,377,Partner,Overdue,1
1066,Pro,49.0,2024-09-26,2025-06-23,57,244,Paid Search,Paid,1
1067,Pro,49.0,2024-11-19,2025-08-30,23,176,Referral,Paid,0
1068,Basic,19.0,2024-02-24,2024-04-19,42,674,Partner,Paid,1
1069,Pro,49.0,2024-06-16,2025-11-04,14,110,Outbound,Paid,1
